"Series";"Time";"Value"
"Average sig_qual";"2020-03-31T20:00:00-04:00";77.463
"Average sig_qual";"2020-04-01T20:00:00-04:00";83.119
"Average sig_qual";"2020-04-02T20:00:00-04:00";86.087
"Average sig_qual";"2020-04-03T20:00:00-04:00";77.632
"Average sig_qual";"2020-04-04T20:00:00-04:00";80.75
"Average sig_qual";"2020-04-05T20:00:00-04:00";85.427
"Average sig_qual";"2020-04-06T20:00:00-04:00";80.655
"Average sig_qual";"2020-04-07T20:00:00-04:00";80.029
"Average sig_qual";"2020-04-08T20:00:00-04:00";81.853
"Average sig_qual";"2020-04-09T20:00:00-04:00";85.154
"Average sig_qual";"2020-04-10T20:00:00-04:00";80.077
"Average sig_qual";"2020-04-11T20:00:00-04:00";73.784
"Average sig_qual";"2020-04-12T20:00:00-04:00";74.706
"Average sig_qual";"2020-04-13T20:00:00-04:00";null
"Average sig_qual";"2020-04-14T20:00:00-04:00";null
"Average sig_qual";"2020-04-15T20:00:00-04:00";null
"Average sig_qual";"2020-04-16T20:00:00-04:00";null
"Average sig_qual";"2020-04-17T20:00:00-04:00";null
"Average sig_qual";"2020-04-18T20:00:00-04:00";null
"Average sig_qual";"2020-04-19T20:00:00-04:00";null
"Average sig_qual";"2020-04-20T20:00:00-04:00";null
"Average sig_qual";"2020-04-21T20:00:00-04:00";null
"Average sig_qual";"2020-04-22T20:00:00-04:00";null
"Average sig_qual";"2020-04-23T20:00:00-04:00";null
"Average sig_qual";"2020-04-24T20:00:00-04:00";null
"Average sig_qual";"2020-04-25T20:00:00-04:00";null
"Average sig_qual";"2020-04-26T20:00:00-04:00";null
"Average sig_qual";"2020-04-27T20:00:00-04:00";null
"Average sig_qual";"2020-04-28T20:00:00-04:00";null
"Average sig_qual";"2020-04-29T20:00:00-04:00";null
"Average sig_qual";"2020-04-30T20:00:00-04:00";null
"Average sig_qual";"2020-05-01T20:00:00-04:00";null
"Average sig_qual";"2020-05-02T20:00:00-04:00";null
"Average sig_qual";"2020-05-03T20:00:00-04:00";null
"Average sig_qual";"2020-05-04T20:00:00-04:00";null
"Average sig_qual";"2020-05-05T20:00:00-04:00";null
"Average sig_qual";"2020-05-06T20:00:00-04:00";null
"Average sig_qual";"2020-05-07T20:00:00-04:00";null
"Average sig_qual";"2020-05-08T20:00:00-04:00";null
"Average sig_qual";"2020-05-09T20:00:00-04:00";null
"Average sig_qual";"2020-05-10T20:00:00-04:00";null
"Average sig_qual";"2020-05-11T20:00:00-04:00";null
"Average sig_qual";"2020-05-12T20:00:00-04:00";null
"Average sig_qual";"2020-05-13T20:00:00-04:00";null
"Average sig_qual";"2020-05-14T20:00:00-04:00";null
"Average sig_qual";"2020-05-15T20:00:00-04:00";null
"Average sig_qual";"2020-05-16T20:00:00-04:00";null
"Average sig_qual";"2020-05-17T20:00:00-04:00";null
"Average sig_qual";"2020-05-18T20:00:00-04:00";null
"Average sig_qual";"2020-05-19T20:00:00-04:00";null
"Average sig_qual";"2020-05-20T20:00:00-04:00";null
"Average sig_qual";"2020-05-21T20:00:00-04:00";null
"Average sig_qual";"2020-05-22T20:00:00-04:00";null
"Average sig_qual";"2020-05-23T20:00:00-04:00";null
"Average sig_qual";"2020-05-24T20:00:00-04:00";null
"Average sig_qual";"2020-05-25T20:00:00-04:00";null
"Average sig_qual";"2020-05-26T20:00:00-04:00";null
"Average sig_qual";"2020-05-27T20:00:00-04:00";null
"Average sig_qual";"2020-05-28T20:00:00-04:00";null
"Average sig_qual";"2020-05-29T20:00:00-04:00";null
"Average sig_qual";"2020-05-30T20:00:00-04:00";null
"Average sig_qual";"2020-05-31T20:00:00-04:00";null
"Average sig_qual";"2020-06-01T20:00:00-04:00";null
"Average sig_qual";"2020-06-02T20:00:00-04:00";null
"Average sig_qual";"2020-06-03T20:00:00-04:00";null
"Average sig_qual";"2020-06-04T20:00:00-04:00";null
"Average sig_qual";"2020-06-05T20:00:00-04:00";null
"Average sig_qual";"2020-06-06T20:00:00-04:00";null
"Average sig_qual";"2020-06-07T20:00:00-04:00";null
"Average sig_qual";"2020-06-08T20:00:00-04:00";null
"Average sig_qual";"2020-06-09T20:00:00-04:00";null
"Average sig_qual";"2020-06-10T20:00:00-04:00";null
"Average sig_qual";"2020-06-11T20:00:00-04:00";null
"Average sig_qual";"2020-06-12T20:00:00-04:00";null
"Average sig_qual";"2020-06-13T20:00:00-04:00";null
"Average sig_qual";"2020-06-14T20:00:00-04:00";null
"Average sig_qual";"2020-06-15T20:00:00-04:00";null
"Average sig_qual";"2020-06-16T20:00:00-04:00";null
"Average sig_qual";"2020-06-17T20:00:00-04:00";null
"Average sig_qual";"2020-06-18T20:00:00-04:00";null
"Average sig_qual";"2020-06-19T20:00:00-04:00";null
"Average sig_qual";"2020-06-20T20:00:00-04:00";null
"Average sig_qual";"2020-06-21T20:00:00-04:00";null
"Average sig_qual";"2020-06-22T20:00:00-04:00";null
"Average sig_qual";"2020-06-23T20:00:00-04:00";null
"Average sig_qual";"2020-06-24T20:00:00-04:00";null
"Average sig_qual";"2020-06-25T20:00:00-04:00";null
"Average sig_qual";"2020-06-26T20:00:00-04:00";null
"Average sig_qual";"2020-06-27T20:00:00-04:00";null
"Average sig_qual";"2020-06-28T20:00:00-04:00";null
"Average sig_qual";"2020-06-29T20:00:00-04:00";null
"Average sig_qual";"2020-06-30T20:00:00-04:00";null
"Average sig_qual";"2020-07-01T20:00:00-04:00";null
"Average sig_qual";"2020-07-02T20:00:00-04:00";null
"Average sig_qual";"2020-07-03T20:00:00-04:00";null
"Average sig_qual";"2020-07-04T20:00:00-04:00";null
"Average sig_qual";"2020-07-05T20:00:00-04:00";null
"Average sig_qual";"2020-07-06T20:00:00-04:00";null
"Average sig_qual";"2020-07-07T20:00:00-04:00";null
"Average sig_qual";"2020-07-08T20:00:00-04:00";null
"Average sig_qual";"2020-07-09T20:00:00-04:00";null
"Average sig_qual";"2020-07-10T20:00:00-04:00";null
"Average sig_qual";"2020-07-11T20:00:00-04:00";null
"Average sig_qual";"2020-07-12T20:00:00-04:00";null
"Average sig_qual";"2020-07-13T20:00:00-04:00";null
"Average sig_qual";"2020-07-14T20:00:00-04:00";null
"Average sig_qual";"2020-07-15T20:00:00-04:00";null
"Average sig_qual";"2020-07-16T20:00:00-04:00";null
"Average sig_qual";"2020-07-17T20:00:00-04:00";null
"Average sig_qual";"2020-07-18T20:00:00-04:00";null
"Average sig_qual";"2020-07-19T20:00:00-04:00";null
"Average sig_qual";"2020-07-20T20:00:00-04:00";null
"Average sig_qual";"2020-07-21T20:00:00-04:00";null
"Average sig_qual";"2020-07-22T20:00:00-04:00";null
"Average sig_qual";"2020-07-23T20:00:00-04:00";null
"Average sig_qual";"2020-07-24T20:00:00-04:00";null
"Average sig_qual";"2020-07-25T20:00:00-04:00";null
"Average sig_qual";"2020-07-26T20:00:00-04:00";null
"Average sig_qual";"2020-07-27T20:00:00-04:00";null
"Average sig_qual";"2020-07-28T20:00:00-04:00";null
"Average sig_qual";"2020-07-29T20:00:00-04:00";null
"Average sig_qual";"2020-07-30T20:00:00-04:00";null
"Average sig_qual";"2020-07-31T20:00:00-04:00";null
"Average sig_qual";"2020-08-01T20:00:00-04:00";null
"Average sig_qual";"2020-08-02T20:00:00-04:00";null
"Average sig_qual";"2020-08-03T20:00:00-04:00";null
"Average sig_qual";"2020-08-04T20:00:00-04:00";null
"Average sig_qual";"2020-08-05T20:00:00-04:00";null
